,filename,advisor,rating_1,rating_2,rating,version,tp_1,tp_2,tp,author_1,author_2,author,summary_1,summary_2,summary
31,1301_台塑_2018-06-20_中信投顧_中信個股報告-20180620_1301台塑.pdf,Ctbc,買進,買進,買進,old,125.00,125.00,125.00,吳哲儒,吳哲儒,吳哲儒,燒鹼及特化品獲利表現突出，塑料在美國裂解擴廠後將更上層樓，長線展望樂觀,NULL,燒鹼及特化品獲利表現突出，塑料在美國裂解擴廠後將更上層樓，長線展望樂觀
32,1301_台塑_2019-01-10_中信投顧_中信個股報告-20190110_1301台塑.pdf,Ctbc,買進,買進,買進,old,120.00,120.00,120.00,吳哲儒,吳哲儒,吳哲儒,財報獲利雖不如預期，不過谷底已過，德州新廠加持下能見度高,NULL,財報獲利雖不如預期，不過谷底已過，德州新廠加持下能見度高
33,1301_台塑_2019-06-17_中信投顧_中信個股報告-20190617_1301台塑.pdf,Ctbc,買進,買進,買進,old,125.00,125.00,125.00,吳哲儒,吳哲儒,吳哲儒,塑料及特化品獲利表現季成長，全年預估將會是四寶獲利王,NULL,塑料及特化品獲利表現季成長，全年預估將會是四寶獲利王
34,1303_南亞_2018-05-14_中信投顧_中信個股報告-20180514_1303南亞.pdf,Ctbc,中立,中立,中立,old,90.00,90.00,90.00,吳哲儒,吳哲儒,吳哲儒,石化產品帶動獲利成長，不過電子材料受供需及淡季影響，短期營運高峰已過，建議中立,NULL,石化產品帶動獲利成長，不過電子材料受供需及淡季影響，短期營運高峰已過，建議中立
35,1305_華夏_2018-05-22_中信投顧_中信個股報告-20180522_1305華夏.pdf,Ctbc,買進,買進,買進,old,38.00,38.00,38.00,吳哲儒,吳哲儒,吳哲儒,短期受主要出口國進口需求疲弱以及原料漲價影響，不過長線展望仍佳，全年獲利預估仍可創下歷史新高，目前評價偏低,NULL,短期受主要出口國進口需求疲弱以及原料漲價影響，不過長線展望仍佳，全年獲利預估仍可創下歷史新高，目前評價偏低
36,1305_華夏_2018-08-20_中信投顧_中信個股報告-20180820_1305華夏.pdf,Ctbc,買進,買進,買進,old,38.00,38.00,38.00,吳哲儒,吳哲儒,吳哲儒,2Q18 財報表現優於市場預期，短期雖受燒鹼價格波動影響，不過長線 PVC 價格仍看好，目前評價明顯偏低,NULL,2Q18 財報表現優於市場預期，短期雖受燒鹼價格波動影響，不過長線 PVC 價格仍看好，目前評價明顯偏低
37,1305_華夏_2018-11-19_中信投顧_中信個股報告-20181119_1305華夏.pdf,Ctbc,買進,買進,買進,old,24.00,24.00,24.00,吳哲儒,吳哲儒,吳哲儒,受原料漲價以及需求疲弱影響短期營運逆風，不過利空因素已緩解，谷底已過維持買進建議,NULL,受原料漲價以及需求疲弱影響短期營運逆風，不過利空因素已緩解，谷底已過維持買進建議
38,1305_華夏_2019-03-29_中信投顧_中信個股報告-20190329_1305華夏.pdf,Ctbc,中立,中立,中立,old,25.00,25.00,25.00,吳哲儒,吳哲儒,吳哲儒,原料 EDC 價格難以緩解，下修 2019 年獲利,NULL,原料 EDC 價格難以緩解，下修 2019 年獲利
39,1305_華夏_2019-05-27_中信投顧_中信個股報告-20190527_1305華夏.pdf,Ctbc,中立,中立,中立,old,23.00,23.00,23.00,吳哲儒,吳哲儒,吳哲儒,原料 EDC 價格恐再掀波瀾，下修 2019 年獲利,NULL,原料 EDC 價格恐再掀波瀾，下修 2019 年獲利
40,1308_亞聚_2019-01-17_中信投顧_中信個股報告-20190117_1308亞聚.pdf,Ctbc,買進,買進,買進,old,16.60,16.60,16.60,吳哲儒,吳哲儒,吳哲儒,"LDPE 由虧轉盈加上亞聚轉型有成，獲利將大躍進 LDPE 仍 供 過 於 求 ， 不 過 壓 力 減 緩 : LDPE 佔 亞 聚 2017 年 營 收 達60%。PE 產業仍供過於求，至 2017 年底全球 LDPE 產能約當 2,700 萬噸，供給年增率約 3-5%，而需求年增率約在 2.6-3%左右，供需缺口未見縮小。不過全球主要 LDPE 消費國中國在貿易戰中對美國進口產品課徵 10%關稅，而中對美進口依存度約 18%，須由自給率提升以及東南亞採購來彌補，而中國有約 25%的 LDPE 來自於 MTO 製程，在甲醇製烯烴成本相對不具吸引力下，開工率無法顯著提升，供給縮減下中國 LDPE 價格抗跌，而中國佔亞聚外銷比重達九成。此外原料乙烯在美國產能 開 出 ， 以 及 下 游",NULL,"LDPE 由虧轉盈加上亞聚轉型有成，獲利將大躍進 LDPE 仍 供 過 於 求 ， 不 過 壓 力 減 緩 : LDPE 佔 亞 聚 2017 年 營 收 達60%。PE 產業仍供過於求，至 2017 年底全球 LDPE 產能約當 2,700 萬噸，供給年增率約 3-5%，而需求年增率約在 2.6-3%左右，供需缺口未見縮小。不過全球主要 LDPE 消費國中國在貿易戰中對美國進口產品課徵 10%關稅，而中對美進口依存度約 18%，須由自給率提升以及東南亞採購來彌補，而中國有約 25%的 LDPE 來自於 MTO 製程，在甲醇製烯烴成本相對不具吸引力下，開工率無法顯著提升，供給縮減下中國 LDPE 價格抗跌，而中國佔亞聚外銷比重達九成。此外原料乙烯在美國產能 開 出 ， 以 及 下 游"
41,1309_台達化_2018-05-22_中信投顧_中信個股報告-20180522_1309台達化.pdf,Ctbc,中立,中立,中立,old,17.00,17.00,17.00,吳哲儒,吳哲儒,吳哲儒,產品成長趨勢明確，原料採購策略改變使得營運趨於平穩，2018年獲利大幅成長，不過評價合理,NULL,產品成長趨勢明確，原料採購策略改變使得營運趨於平穩，2018年獲利大幅成長，不過評價合理
42,1310_台苯_2018-09-20_中信投顧_中信個股報告-20180920_1310台苯.pdf,Ctbc,買進,買進,買進,old,27.00,27.00,27.00,吳哲儒,吳哲儒,吳哲儒,SM 獲利前景佳，台苯 2018 年淨利挑戰十年新高,NULL,SM 獲利前景佳，台苯 2018 年淨利挑戰十年新高
43,1312_國喬_2018-07-06_中信投顧_中信個股報告-20180706_1312國喬.pdf,Ctbc,買進,買進,買進,old,33.00,33.00,33.00,吳哲儒,吳哲儒,吳哲儒,SM 利差創下近年來高點，貿易戰下預期未來將再走高，對國喬獲利挹注擴大，目前評價不到一倍股價淨值比,NULL,SM 利差創下近年來高點，貿易戰下預期未來將再走高，對國喬獲利挹注擴大，目前評價不到一倍股價淨值比
44,1312_國喬_2019-01-30_中信投顧_中信個股報告-20190130_1312國喬.pdf,Ctbc,買進,買進,買進,old,28.00,28.00,28.00,吳哲儒,吳哲儒,吳哲儒,年後 SM 報價可望走高，評價處於低檔風險有限,NULL,年後 SM 報價可望走高，評價處於低檔風險有限
45,1313_聯成_2018-10-25_中信投顧_中信個股報告-20181025_1313聯成.pdf,Ctbc,中立,中立,中立,old,13.00,13.00,13.00,吳哲儒,吳哲儒,吳哲儒,需求轉弱且獲利受原料漲價侵蝕，新產能短期為營運包袱,NULL,需求轉弱且獲利受原料漲價侵蝕，新產能短期為營運包袱
46,1314_中石化_2018-06-01_中信投顧_中信個股報告-20180601_1314中石化.pdf,Ctbc,買進,買進,買進,old,17.00,17.00,17.00,吳哲儒,吳哲儒,吳哲儒,核心產品 CPL 3Q18 利差轉佳，AN 則預期全年維持高獲利，轉投資高塑成為未來金雞母，目前評價偏低,NULL,核心產品 CPL 3Q18 利差轉佳，AN 則預期全年維持高獲利，轉投資高塑成為未來金雞母，目前評價偏低
47,1314_中石化_2019-03-22_中信投顧_中信個股報告-20190322_1314中石化.pdf,Ctbc,中立,中立,中立,old,12.50,12.50,12.50,吳哲儒,吳哲儒,吳哲儒,本業獲利無驚喜，京華城標售有助於獲利上修,NULL,本業獲利無驚喜，京華城標售有助於獲利上修
48,1319-東陽-2019_07_10-中信投顧-NULL.pdf,Ctbc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NASDAQ,NULL,NASDAQ,NULL,NULL,NULL
49,1319_東陽_2018-10-11_中信投顧_中信個股報告-20181011_1319東陽.pdf,Ctbc,中立,中立,中立,old,47.00,47.00,47.00,黃千千,黃千千,黃千千,中長線營運穩健，惟 2018/19 年營運遇逆風，評價無明顯偏低,NULL,中長線營運穩健，惟 2018/19 年營運遇逆風，評價無明顯偏低
50,1319_東陽_2019-03-28_中信投顧_中信個股報告-20190328_1319東陽.pdf,Ctbc,中立,中立,中立,old,43.00,43.00,43.00,黃千千,黃千千,黃千千,2018 年營運遇逆風，2019 年獲利可望回升,NULL,2018 年營運遇逆風，2019 年獲利可望回升
51,1319_東陽_2019-05-06_中信投顧_中信個股報告-20190506_1319東陽.pdf,Ctbc,中立,中立,中立,old,46.00,46.00,46.00,黃千千,黃千千,黃千千,2019 年獲利可望回升，惟評價合理,NULL,2019 年獲利可望回升，惟評價合理
52,1319_東陽_2019-07-10_中信投顧_中信個股報告-20190710_1319東陽.pdf,Ctbc,中立,中立,中立,old,41.00,41.00,41.00,黃千千,黃千千,黃千千,步入淡季，營運趨緩,NULL,步入淡季，營運趨緩
53,1326_台化_2018-05-14_中信投顧_中信個股報告-20180514_1326台化.pdf,Ctbc,中立,中立,中立,old,125.00,125.00,125.00,吳哲儒,吳哲儒,吳哲儒,產品展望佳，不過原料成本推升恐稀釋獲利，目前評價位於歷史上緣，建議中立,NULL,產品展望佳，不過原料成本推升恐稀釋獲利，目前評價位於歷史上緣，建議中立
54,1326_台化_2018-10-31_中信投顧_中信個股報告-20181031_1326台化.pdf,Ctbc,中立,中立,中立,old,120.00,120.00,120.00,吳哲儒,吳哲儒,吳哲儒,芳香烴產望樂觀不過塑料轉趨保守，短期獲利高峰已過,NULL,芳香烴產望樂觀不過塑料轉趨保守，短期獲利高峰已過
55,1326_台化_2018-12-28_中信投顧_中信個股報告-20181228_1326台化.pdf,Ctbc,中立,中立,中立,old,110.00,110.00,110.00,吳哲儒,吳哲儒,吳哲儒,評價位於低檔，不過短期產業能見度低且獲利無驚喜,NULL,評價位於低檔，不過短期產業能見度低且獲利無驚喜
56,1326_台化_2019-03-07_中信投顧_中信個股報告-20190307_1326台化.pdf,Ctbc,中立,中立,中立,old,120.00,120.00,120.00,吳哲儒,吳哲儒,吳哲儒,即將步入傳統旺季反彈可期，不過獲利仍難超越去年水準,NULL,即將步入傳統旺季反彈可期，不過獲利仍難超越去年水準
57,1326_台化_2019-04-29_中信投顧_中信個股報告-20190429_1326台化.pdf,Ctbc,中立,中立,中立,old,118.00,118.00,118.00,吳哲儒,吳哲儒,吳哲儒,AROMA-3 廠爆炸影響全年展望，獲利下修,NULL,AROMA-3 廠爆炸影響全年展望，獲利下修
58,1338_廣華-KY_2018-10-18_中信投顧_中信個股報告-20181018_1338廣華-KY.pdf,Ctbc,中立,中立,中立,old,80.00,80.00,80.00,黃千千,黃千千,黃千千,中國車市銷量顯疲態，保守看待 2018/19 營運,NULL,中國車市銷量顯疲態，保守看待 2018/19 營運
59,1338_廣華-KY_2018-11-23_中信投顧_中信個股報告-20181123_1338廣華-KY.pdf,Ctbc,中立,中立,中立,old,80.00,80.00,80.00,黃千千,黃千千,黃千千,產業混亂中，見台廠韌性；脫序車市裡，遇潛藏商機…短線就定長線揮棒好位,NULL,產業混亂中，見台廠韌性；脫序車市裡，遇潛藏商機…短線就定長線揮棒好位
60,1402_遠東新_2018-12-21_中信投顧_中信個股報告-20181221_1402遠東新.pdf,Ctbc,中立,中立,中立,old,32.00,32.00,32.00,吳哲儒,吳哲儒,吳哲儒,4Q18 獲利衰退，2019 仍須觀察，維持中立建議,NULL,4Q18 獲利衰退，2019 仍須觀察，維持中立建議
61,1434_福懋_2018-08-24_中信投顧_中信個股報告-20180824_1434福懋.pdf,Ctbc,買進,買進,買進,old,40.00,40.00,40.00,吳哲儒,吳哲儒,吳哲儒,布料及輪胎簾布事業重回成長軌道，轉投資廣越獲利亮眼，抵銷福懋科釋股影響,NULL,布料及輪胎簾布事業重回成長軌道，轉投資廣越獲利亮眼，抵銷福懋科釋股影響
62,1444_力麗_2018-05-02_中信投顧_中信個股報告-20180502_1444力麗.pdf,Ctbc,買進,買進,買進,old,14.00,14.00,14.00,吳哲儒,吳哲儒,吳哲儒,長期虧損的聚酯瓶片、聚酯絲轉虧為盈，加上印尼新廠投產，將帶動力麗今年營運,NULL,長期虧損的聚酯瓶片、聚酯絲轉虧為盈，加上印尼新廠投產，將帶動力麗今年營運
63,1444_力麗_2019-02-21_中信投顧_中信個股報告-20190221_1444力麗.pdf,Ctbc,中立,中立,中立,old,11.00,11.00,11.00,吳哲儒,吳哲儒,吳哲儒,既有產品展望持平，印尼新廠仍待發酵，短期難有表現,NULL,既有產品展望持平，印尼新廠仍待發酵，短期難有表現
64,1455_集盛_2018-05-03_中信投顧_中信個股報告-20180503_1455集盛.pdf,Ctbc,中立,中立,中立,old,11.50,11.50,11.50,吳哲儒,吳哲儒,吳哲儒,各產品營運持穩，不過短期尼龍和聚酯產品皆進入淡季，投資建議為中立,NULL,各產品營運持穩，不過短期尼龍和聚酯產品皆進入淡季，投資建議為中立
65,1455_集盛_2019-01-18_中信投顧_中信個股報告-20190118_1455集盛.pdf,Ctbc,中立,中立,中立,old,10.00,10.00,10.00,吳哲儒,吳哲儒,吳哲儒,油價急跌影響產業展望，短期受跌價損失影響長期能見度尚低,NULL,油價急跌影響產業展望，短期受跌價損失影響長期能見度尚低
66,1476-儒鴻-2023_03_10-CTBC-庫存去化速度並無優於預期，短期股價缺乏向上動能 .pdf,Ctbc,中立(Neutral),調 降 評 等 (DG),中立(Neutral),new,440.00,NULL,440.00,陳澤心,陳澤心,陳澤心,庫存去化速度並無優於預期，短期股價缺乏向上動能,NULL,庫存去化速度並無優於預期，短期股價缺乏向上動能
67,1476_儒鴻_2018-06-11_中信投顧_中信個股報告-20180611_1476儒鴻.pdf,Ctbc,中立,中立,中立,old,400.00,400.00,400.00,吳哲儒,吳哲儒,吳哲儒,成衣及數位印花布料新產能開出進度遞延，雖然營收成長無虞但是毛利率成為隱憂，建議中立,NULL,成衣及數位印花布料新產能開出進度遞延，雖然營收成長無虞但是毛利率成為隱憂，建議中立
68,1476_儒鴻_2019-03-19_中信投顧_中信個股報告-20190319_1476儒鴻.pdf,Ctbc,中立,中立,中立,old,460.00,460.00,460.00,吳哲儒,吳哲儒,吳哲儒,外包衝刺 2019 年營收，不過毛利率觸頂不利於評價提升,NULL,外包衝刺 2019 年營收，不過毛利率觸頂不利於評價提升
69,1477_聚陽_2018-10-15_中信投顧_中信個股報告-20181015_1477聚陽.pdf,Ctbc,買進,買進,買進,old,180.00,180.00,180.00,吳哲儒,吳哲儒,吳哲儒,貿易戰及匯率趨勢有利，上修 4Q18 以及 2019 年獲利，評價偏低上調至買進,NULL,貿易戰及匯率趨勢有利，上修 4Q18 以及 2019 年獲利，評價偏低上調至買進
70,1477_聚陽_2019-01-21_中信投顧_中信個股報告-20190121_1477聚陽.pdf,Ctbc,買進,買進,買進,old,200.00,200.00,200.00,吳哲儒,吳哲儒,吳哲儒,中國訂單外移及匯率持續有利於聚陽，旺季營收強勁上修 2019 年獲利，維持買進建議,NULL,中國訂單外移及匯率持續有利於聚陽，旺季營收強勁上修 2019 年獲利，維持買進建議
